type,sheet,qtype,尺度分類,尺度名,得点範囲,平均値,標準偏差,注釈
UNDEFINED!CHECK!,全体,BJSQ,【仕事のストレス要因】,57項目版 仕事の資源（作業レベル6項目）†,6–24,16.3454777797342,3.2264061447232466,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応】,活気,3–12,6.566811168483007,2.3146940353828183,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応】,イライラ感,3–12,6.322188395996516,2.379961690562736,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応】,疲労感*,3–12,6.725638860975877,2.488632504909445,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応】,不安感*,3–12,6.1745366641089845,2.2917679046444874,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応】,抑うつ感（6項目）,6–24,10.461686862450673,3.917801676756424,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応】,抑うつ感（3項目）*‡,3–12,5.748245369346192,2.3407590234429803,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応】,身体愁訴,11–44,19.687776472262804,5.983460334514952,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応】,食欲不振*‡,1–4,1.3563424458433864,0.6385601149810558,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応】,不眠*‡,1–4,1.7768495585940753,0.8869631929429277,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応】,心理的ストレス反応合計§,18–72,38.117239615049044,10.636612806435604,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応に影響を与える他の因子】,上司からのサポート*,3–12,7.601658862329057,2.250206502665049,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応に影響を与える他の因子】,同僚からのサポート*,3–12,8.065695644581986,2.1135621004086884,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応に影響を与える他の因子】,家族・友人からのサポート,3–12,9.583192671577695,2.2184007241830774,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応に影響を与える他の因子】,仕事や生活の満足度,2–8,5.774904280716402,1.294332974879543,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応に影響を与える他の因子】,57項目版 仕事の資源（部署レベル9項目）†,9–36,25.250547178488738,5.254843081523503,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【ストレス反応に影響を与える他の因子】,23項目版 仕事の資源（部署レベル6項目）†‡,6–24,15.702613107208023,3.9452108531171897,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【高ストレス者選定基準（57項目版）】¶,心身のストレス反応,29–116,57.80501608731185,15.238920714285396,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【高ストレス者選定基準（57項目版）】¶,仕事のストレス要因＋周囲のサポート,26–104,61.11521611051477,10.264039714709588,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【高ストレス者選定基準（23項目版）】‡¶,心身のストレス反応,11–44,21.810919185377188,7.06150281414778,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
UNDEFINED!CHECK!,全体,BJSQ,【高ストレス者選定基準（23項目版）】‡¶,仕事のストレス要因＋周囲のサポート,12–48,29.979523376470183,5.683994479374631,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【仕事のストレス要因】,心理的な仕事の負担（量）*,3–12,8.516228577506265,2.123818830421582,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【仕事のストレス要因】,心理的な仕事の負担（質）,3–12,8.688782150731932,1.8574645976721718,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【仕事のストレス要因】,自覚的な身体的負担度,1–4,2.250842083372879,0.9994787668162827,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【仕事のストレス要因】,職場の対人関係でのストレス,3–12,6.354957911961647,1.8917488385040324,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【仕事のストレス要因】,職場環境によるストレス,1–4,2.1008990619749657,0.9422385411924454,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【仕事のストレス要因】,57項目版 仕事の負担（11項目）,11–44,27.911709785547686,5.126456444969709,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【仕事のストレス要因】,仕事のコントロール度*,3–12,7.899161231489332,1.9974598347772188,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【仕事のストレス要因】,技能の活用度,1–4,2.9111606962678303,0.7870926758385066,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【仕事のストレス要因】,仕事の適性度,1–4,2.843128814499012,0.7598952396728932,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【仕事のストレス要因】,働きがい,1–4,2.820902435818596,0.8177902246161661,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【仕事のストレス要因】,57項目版 仕事の資源（作業レベル6項目）†,6–24,16.47435317807477,3.28815180101943,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【ストレス反応】,活気,3–12,6.639191946295316,2.2954282404039197,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【ストレス反応】,イライラ感,3–12,6.278434078018753,2.366851870219005,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【ストレス反応】,疲労感*,3–12,6.531412670701324,2.4350515286773837,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【ストレス反応】,不安感*,3–12,6.207664262931083,2.2598362634490843,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【ストレス反応】,抑うつ感（6項目）,6–24,10.420359555519454,3.913042384052737,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【ストレス反応】,抑うつ感（3項目）*‡,3–12,5.695104030302501,2.3191645205608498,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
sex,男性,BJSQ,【ストレス反応】,身体愁訴,11–44,19.100400165632962,5.9137886069920125,* 23項目版に含まれる尺度．† 仕事の資源：新職業性ストレス簡易調査票から導入された概念．‡ 個人データのみで平均値を算出した指標（23項目版のみで使用する尺度・指標）．§ 活気（逆転値）、イライラ感、疲労感、不安感、抑うつ感（6項目）の合計値．¶ 厚生労働省「労働安全衛生法に基づくストレスチェック制度実施マニュアル」における評価基準の例（その1）による．|| 下線は理論値を逸脱した値、グレーの網掛けはリスクが高い方向であることを表す．
