"ID","Age","Gender","Department_Major","Department_Minor","質問1","質問2","質問3","質問4","質問5","質問6","質問7","質問8","質問9","質問10","質問11","質問12","質問13","質問14","質問15","質問16","質問17","質問18","質問19","質問20","質問21","質問22","質問23","質問24","質問25","質問26","質問27","質問28","質問29","質問30","質問31","質問32","質問33","質問34","質問35","質問36","質問37","質問38","質問39","質問40","質問41","質問42","質問43","質問44","質問45","質問46","質問47","質問48","質問49","質問50","質問51","質問52","質問53","質問54","質問55","質問56","質問57","質問58","質問59","質問60","質問61","質問62","質問63","質問64","質問65","質問66","質問67","質問68","質問69","質問70","質問71","質問72","質問73","質問74","質問75","質問76","質問77","質問78","質問79","質問80"
12,59,"女性","生産本部","生産管理部",1,2,4,2,2,4,1,1,2,3,1,1,1,4,3,3,3,2,1,2,2,1,2,2,2,4,3,1,3,1,4,1,2,3,3,1,3,3,1,2,4,3,4,4,1,4,3,1,1,1,3,1,3,3,2,3,2,2,1,4,4,4,2,4,2,1,4,4,1,4,1,2,4,2,3,3,4,3,2,4
13,55,"男性","企画部","広報IR課",3,1,2,1,2,2,2,4,4,2,4,1,2,1,1,1,1,2,1,1,4,3,1,4,2,4,1,3,3,1,3,4,1,1,4,3,1,2,2,1,1,3,1,1,3,3,2,2,4,4,4,1,3,2,1,4,2,3,1,4,3,2,4,3,1,4,2,3,2,4,4,2,3,2,2,3,3,3,4,3
14,25,"男性","管理本部","経理部",4,2,1,2,4,4,3,2,4,1,3,3,1,3,1,3,3,1,4,3,1,4,1,3,2,3,2,3,3,2,2,2,2,4,3,3,2,3,1,2,3,1,1,3,3,3,3,2,3,4,2,1,2,4,2,3,2,4,4,2,1,3,1,2,4,4,4,1,3,3,1,1,3,1,2,4,2,2,4,4
15,32,"女性","管理本部","法務部",3,1,2,4,4,3,2,4,3,2,1,1,1,4,3,2,3,2,4,1,4,1,4,1,3,1,2,4,3,3,3,2,1,4,4,1,3,3,4,4,1,2,1,3,1,4,3,3,4,2,1,2,4,1,1,2,1,2,2,2,1,2,4,3,1,4,1,3,4,1,4,1,3,4,2,1,2,4,4,4
16,28,"女性","生産本部","製造第一課",3,4,2,4,3,4,2,3,4,1,1,2,3,2,1,4,2,2,4,4,1,1,2,3,1,4,1,4,3,4,2,4,3,4,3,3,2,2,4,2,3,3,3,1,1,4,2,3,2,1,4,3,4,1,2,1,3,2,1,1,1,1,3,1,2,1,1,1,2,2,4,4,2,4,3,3,3,4,3,1
17,39,"男性","マーケット戦略部","マーケット戦略2課",3,2,3,4,3,4,4,2,4,2,3,1,4,4,2,2,2,1,3,1,2,4,2,1,2,1,2,4,3,4,1,1,1,4,4,3,1,3,2,2,2,4,4,3,2,2,4,2,3,1,2,2,2,3,3,4,2,1,2,3,2,2,3,4,4,3,3,2,3,2,3,1,4,1,2,2,4,4,1,3
18,48,"女性","生産本部","製造第一課",1,2,2,4,4,2,2,4,2,2,3,1,3,1,1,4,3,4,2,3,1,3,2,4,2,1,4,4,2,3,2,3,4,3,2,1,2,3,1,3,3,2,2,1,4,1,2,4,3,3,1,1,3,3,4,3,1,1,3,2,1,3,1,3,4,3,2,2,2,2,4,2,2,4,3,1,2,1,4,4
19,39,"男性","管理本部","法務部",2,1,2,3,1,2,3,1,2,1,3,4,3,2,1,3,4,4,4,2,4,1,3,2,1,3,1,3,4,3,1,3,4,1,3,1,1,2,2,3,1,2,1,1,1,1,3,4,1,2,3,3,3,1,3,2,1,4,1,1,4,3,4,3,3,4,2,4,4,2,2,4,4,4,4,2,1,4,2,3
20,51,"男性","営業本部","海外営業部",3,2,1,2,3,4,1,4,2,1,1,4,3,3,2,1,4,1,3,3,1,2,4,1,2,3,3,4,1,1,2,4,1,3,3,3,2,1,2,1,3,3,2,2,1,1,4,1,2,2,1,2,4,2,3,4,3,3,1,3,3,4,4,1,1,4,2,3,3,3,1,3,2,4,1,2,3,2,3,2
21,52,"男性","生産本部","製造第二課",3,2,2,3,4,3,1,4,2,3,3,3,2,4,1,1,1,1,1,3,3,4,3,3,1,2,2,3,4,4,3,4,2,2,3,4,2,3,1,1,4,2,1,4,4,4,3,4,1,3,2,4,1,3,4,1,1,3,3,1,3,4,3,4,1,3,1,1,2,2,1,2,1,4,4,1,3,4,2,3
22,21,"男性","管理本部","法務部",1,1,2,1,3,3,3,3,1,4,1,3,2,3,4,4,1,3,4,4,3,4,1,1,2,4,2,1,3,4,4,3,2,4,1,4,3,1,2,2,2,3,1,1,2,1,3,1,2,2,2,1,2,4,3,2,2,4,4,3,3,1,3,1,1,3,4,4,3,4,4,1,1,3,3,4,2,1,1,4
23,41,"男性","マーケット戦略部","UX開発部",3,3,1,4,4,4,3,2,1,3,2,2,1,2,2,3,3,3,3,2,2,2,2,3,1,1,2,4,4,3,4,2,2,1,3,4,4,3,3,3,4,4,4,1,3,2,4,4,2,3,3,4,3,4,2,4,2,1,3,3,3,1,2,3,4,2,4,2,2,3,2,2,1,1,2,1,3,3,2,4
24,49,"男性","営業本部","営業企画部",1,3,4,3,4,4,1,4,4,1,2,3,3,4,2,2,3,4,2,1,2,4,3,2,3,4,4,4,1,2,2,3,3,3,3,2,1,2,2,2,1,3,4,2,2,3,3,2,3,2,2,2,1,2,3,3,4,3,4,1,3,2,4,4,1,2,3,3,2,1,3,1,4,1,1,3,1,1,2,4
25,38,"男性","企画部","広報IR課",4,4,3,1,4,2,3,4,4,2,4,3,2,4,4,1,1,3,1,3,4,3,3,3,1,1,1,2,1,1,4,2,3,4,2,1,3,4,4,1,2,4,3,1,1,4,3,1,4,4,2,1,2,2,3,3,3,3,4,3,3,4,1,4,1,2,1,4,2,2,2,3,2,1,1,2,4,4,2,1
26,53,"女性","管理本部","法務部",2,4,3,3,4,1,4,1,4,4,3,2,2,1,1,1,1,1,2,4,1,2,1,4,2,4,4,4,1,4,3,4,4,2,4,3,2,2,1,2,1,4,4,1,1,1,4,1,3,1,3,4,2,2,4,2,4,3,3,1,2,3,2,4,4,3,2,2,1,4,3,4,3,4,2,1,1,4,2,1
27,60,"女性","営業本部","海外営業部",4,1,4,3,1,4,1,2,3,1,3,1,3,3,2,3,2,3,3,1,1,4,1,4,2,1,3,2,2,3,1,3,1,4,2,1,3,2,3,3,4,1,2,3,3,1,4,4,4,3,4,4,3,2,1,2,3,4,4,1,4,4,1,4,4,2,4,4,1,4,4,2,2,3,2,3,2,1,2,2
28,54,"男性","管理本部","経理部",4,2,4,2,2,1,1,1,4,3,4,2,4,1,3,2,4,3,3,2,1,3,1,2,1,3,3,3,3,2,1,1,4,3,1,2,1,1,2,1,2,2,4,1,2,4,2,2,1,1,2,1,3,2,4,4,4,2,4,3,3,3,1,2,3,4,3,4,4,4,3,4,1,1,4,1,3,2,3,2
29,32,"女性","開発本部","技術研究部",3,4,4,4,4,3,2,2,2,3,2,4,3,3,4,3,4,1,3,2,1,2,2,1,3,2,4,3,3,4,4,1,3,3,1,2,1,1,4,1,1,2,3,1,2,3,1,1,2,3,1,3,4,4,2,3,2,3,3,3,3,2,1,2,1,1,4,1,4,4,1,1,2,2,3,4,3,2,4,3
30,22,"男性","営業本部","海外営業部",2,1,1,1,4,2,3,1,2,1,2,4,4,4,1,1,4,1,3,2,2,4,1,1,1,3,1,3,1,3,2,1,4,3,2,3,4,1,1,1,3,2,3,2,1,4,1,3,4,2,1,2,4,2,1,4,2,4,1,2,1,1,4,4,4,3,1,4,2,4,4,4,1,3,4,3,2,2,3,1
31,56,"男性","開発本部","技術研究部",2,4,3,2,2,3,3,4,3,4,3,1,3,3,2,4,1,4,3,4,1,1,2,3,4,4,4,3,3,3,4,3,2,3,4,1,3,4,3,4,2,3,2,4,4,1,3,2,3,1,3,4,2,3,3,1,3,3,1,1,2,3,3,2,4,1,3,3,2,3,3,1,3,3,1,2,3,1,4,2
32,45,"女性","生産本部","生産管理部",1,4,4,2,3,3,4,1,4,2,1,3,2,3,3,3,1,2,1,1,4,1,1,1,1,1,3,4,4,4,1,2,2,2,2,4,4,1,4,3,1,1,1,3,2,3,2,3,4,3,2,2,2,1,1,2,3,2,2,3,1,3,2,2,1,4,2,4,3,1,3,4,2,1,2,2,1,4,2,3
33,34,"男性","営業本部","海外営業部",1,3,3,1,2,4,3,4,4,3,2,4,4,4,1,1,4,1,1,4,3,4,4,3,2,2,3,2,1,2,1,3,3,1,3,3,4,1,2,4,2,2,3,2,2,3,4,3,3,3,4,2,4,3,2,2,1,1,3,4,3,1,3,2,3,2,4,1,3,3,1,4,3,1,4,3,2,2,1,1
34,59,"女性","管理本部","法務部",4,2,3,4,3,3,3,3,2,1,3,1,1,3,2,1,4,4,2,3,1,4,1,2,2,4,1,4,1,1,4,4,3,3,3,4,2,3,3,2,3,3,2,1,2,4,1,3,4,1,1,2,2,2,3,1,2,2,2,2,2,3,3,2,2,1,3,3,3,1,4,2,2,1,1,4,2,2,3,1
35,37,"男性","管理本部","法務部",2,4,3,4,4,4,4,2,3,4,1,3,1,1,1,2,1,4,2,3,4,1,1,4,3,1,4,1,2,4,1,4,3,2,2,2,1,2,2,1,4,2,3,4,3,2,3,3,2,4,1,1,3,1,2,2,2,4,1,4,4,4,4,4,4,4,2,1,1,2,2,1,1,3,4,4,4,1,1,2
36,53,"女性","マーケット戦略部","マーケット戦略1課",1,1,3,1,3,3,4,1,4,3,3,2,2,2,2,2,2,2,1,2,4,4,1,2,1,3,3,4,3,1,1,4,1,3,1,3,3,3,4,4,1,2,4,2,4,1,4,4,1,3,3,4,1,4,4,4,2,1,4,4,4,1,1,1,2,3,2,1,1,2,2,1,3,4,2,4,3,2,1,3
37,55,"女性","企画部","事業開発課",1,1,2,2,2,2,2,3,2,1,3,4,3,4,2,1,1,4,3,4,2,1,3,4,4,2,2,3,4,2,4,4,3,2,1,4,4,1,4,4,2,4,2,4,2,2,4,2,1,4,2,4,1,2,3,2,1,1,2,3,4,3,2,2,4,3,3,2,1,1,4,2,4,1,2,3,2,2,3,1
38,49,"女性","管理本部","経理部",4,3,4,3,1,1,1,4,1,3,4,4,3,2,2,2,4,4,1,4,2,3,3,4,3,2,3,3,4,4,3,2,1,2,2,4,2,3,1,1,3,1,3,3,2,4,4,2,3,4,3,1,3,4,4,4,4,4,2,3,2,4,2,1,2,1,1,1,2,3,2,2,2,4,4,3,4,1,4,2
39,42,"女性","管理本部","総務部",1,2,1,3,2,3,3,1,1,1,3,1,4,2,2,1,3,1,2,4,4,4,2,2,2,1,2,4,2,3,2,2,3,3,2,4,1,1,1,4,3,3,4,3,2,4,2,3,1,1,2,1,2,2,4,3,2,4,2,1,2,3,4,2,2,4,2,4,3,2,4,4,1,3,1,3,3,1,2,1
40,41,"男性","管理本部","総務部",4,1,4,2,1,1,4,1,1,2,4,2,2,3,3,1,3,1,4,4,2,2,1,3,2,2,1,4,4,3,3,1,3,4,1,1,2,2,1,3,4,3,1,2,2,4,2,3,4,3,4,1,4,3,1,4,3,1,4,3,3,4,1,1,1,4,4,2,1,4,1,4,2,1,2,1,1,2,3,1
41,41,"男性","生産本部","品質保証部",4,4,1,3,4,4,4,1,3,2,4,1,2,3,1,2,3,4,3,2,1,1,3,2,1,4,3,1,3,4,2,1,4,1,1,3,4,2,2,1,2,3,2,1,3,2,4,2,4,2,2,3,4,4,1,1,1,4,3,2,2,1,2,1,1,1,4,3,3,2,2,4,3,3,1,3,3,4,3,3
42,24,"女性","企画部","経営企画課",2,3,1,1,3,3,4,4,3,2,4,2,4,2,2,2,2,1,4,3,1,4,4,2,1,4,2,4,3,1,3,2,1,3,4,2,3,4,3,4,2,2,1,2,2,4,1,3,2,1,4,2,2,3,2,1,3,1,1,4,1,1,2,4,3,3,1,4,4,2,3,3,3,4,4,1,2,4,4,4
43,60,"女性","管理本部","人事部",2,1,1,2,2,2,1,3,4,2,3,3,3,3,4,2,1,1,3,1,4,3,1,4,3,4,1,4,4,1,3,2,4,2,1,1,4,2,1,3,2,4,1,1,1,1,4,4,2,4,4,2,1,3,4,2,4,1,2,1,3,2,3,3,3,2,4,4,1,2,3,2,2,1,1,2,3,2,3,1
44,43,"女性","営業本部","営業企画部",3,2,3,4,1,4,3,2,2,1,4,3,4,4,4,4,3,3,4,2,4,3,1,1,4,1,2,3,3,1,3,3,3,3,1,4,4,3,4,2,4,2,1,1,1,4,4,3,1,1,4,3,1,4,2,1,4,2,1,4,1,2,1,4,1,3,4,1,3,4,3,2,4,2,1,4,3,4,2,2
45,60,"女性","管理本部","人事部",2,4,1,3,3,2,2,2,2,4,4,4,1,3,3,3,2,4,3,1,3,1,1,1,1,3,2,4,2,2,1,1,1,2,4,4,3,1,4,4,4,4,1,2,4,3,1,2,1,4,4,2,4,1,1,4,3,4,2,2,3,2,3,4,3,1,3,1,1,3,1,3,1,4,4,3,1,2,4,3
46,51,"女性","開発本部","技術研究部",2,3,1,2,1,3,4,3,2,2,1,1,4,4,3,3,3,2,4,1,4,1,1,4,2,3,2,2,1,3,3,3,3,2,3,1,2,1,4,2,4,1,2,3,4,4,4,1,4,4,2,2,2,4,3,1,2,3,1,4,1,2,3,2,3,1,2,2,3,4,4,3,1,3,4,1,3,2,1,1
47,32,"男性","企画部","事業開発課",1,4,2,3,4,2,4,1,4,1,4,2,3,1,1,3,1,4,2,4,3,3,2,2,3,3,3,1,3,4,1,1,2,2,3,2,1,1,2,4,3,3,1,3,4,2,4,3,2,4,4,2,2,3,2,1,2,1,3,4,3,2,3,2,2,3,4,3,2,1,3,3,2,4,3,4,2,1,4,4
48,35,"女性","生産本部","生産管理部",1,2,4,2,2,4,2,4,3,4,1,1,4,3,1,2,1,1,3,1,4,4,4,2,1,1,3,3,1,2,1,2,3,2,1,3,3,4,4,2,3,2,4,1,4,1,3,2,2,4,1,3,2,4,4,2,2,1,2,2,1,4,4,4,2,2,3,2,3,1,4,4,2,4,2,1,4,4,1,3
49,30,"男性","生産本部","品質保証部",1,4,2,4,4,4,2,3,3,3,2,1,2,2,1,1,4,4,3,2,2,2,1,1,2,2,3,4,4,1,4,4,4,1,3,3,4,2,3,1,1,4,1,3,2,2,4,2,3,2,3,3,2,1,2,2,3,2,4,3,2,3,3,1,1,2,1,4,3,2,1,4,4,3,4,2,2,4,4,3
50,50,"男性","生産本部","製造第二課",3,1,2,1,2,1,2,2,2,2,3,1,4,3,1,2,1,4,4,3,2,3,2,3,4,3,3,4,4,3,2,4,3,4,2,3,2,2,4,3,4,4,1,1,4,3,1,4,3,1,2,2,2,3,4,4,3,1,4,2,3,4,2,4,2,2,2,2,2,1,1,4,1,4,4,4,2,2,1,2
51,35,"男性","マーケット戦略部","UX開発部",4,1,3,1,2,3,1,3,3,1,3,4,3,4,4,1,3,4,4,3,4,2,4,4,2,1,3,4,1,4,3,1,2,1,3,2,1,4,2,1,2,1,3,2,3,4,4,1,2,2,2,4,2,1,4,3,4,1,3,1,2,3,3,1,4,3,4,4,3,4,3,1,3,4,4,1,1,4,2,4
52,51,"女性","マーケット戦略部","マーケット戦略2課",4,3,4,1,2,4,3,2,3,2,2,3,3,4,2,1,3,3,2,2,2,1,2,2,4,1,3,4,1,3,2,3,4,3,1,1,2,3,1,4,3,1,2,3,1,3,4,2,4,4,4,3,2,3,2,1,3,3,3,3,3,1,3,2,4,3,4,2,1,1,4,1,3,3,4,2,1,3,2,4
53,38,"男性","管理本部","経理部",2,2,2,1,3,2,3,2,4,3,4,1,4,2,2,1,1,4,4,4,3,1,2,1,1,2,1,3,1,2,4,1,3,2,4,3,1,4,1,1,1,2,1,4,4,4,3,2,3,2,4,1,4,2,3,3,2,3,3,4,4,3,3,1,1,1,3,3,2,3,4,2,4,1,1,4,2,2,4,2
54,21,"女性","生産本部","製造第二課",3,1,4,2,3,2,2,4,2,3,3,4,4,1,3,4,1,2,1,3,2,2,4,1,3,4,1,2,4,3,4,1,2,4,3,4,4,3,1,2,1,4,1,2,2,2,3,1,4,4,1,3,3,3,3,2,3,3,2,2,1,1,4,4,3,3,4,4,2,1,2,3,2,4,1,2,2,2,2,1
55,50,"女性","企画部","広報IR課",1,4,2,3,3,3,4,4,4,1,4,1,4,3,1,4,2,2,1,2,2,2,1,3,2,1,1,3,2,4,2,1,2,2,4,4,3,4,1,2,3,4,1,3,3,2,4,3,3,4,2,1,4,4,2,4,1,1,4,4,3,2,4,2,2,2,2,1,2,4,2,4,2,2,3,2,3,2,4,2
56,49,"女性","開発本部","技術研究部",3,1,2,3,2,3,3,1,1,3,1,2,4,3,4,4,1,4,2,4,2,2,4,2,4,3,3,3,2,2,1,1,3,4,2,2,3,2,1,1,2,1,3,4,1,4,1,4,3,3,2,4,4,2,1,3,3,1,4,2,4,2,3,2,2,1,2,4,4,2,4,1,2,3,1,2,4,1,1,3
57,46,"女性","マーケット戦略部","マーケット戦略1課",2,2,1,3,1,2,2,1,1,4,2,3,2,4,3,2,3,3,1,2,2,2,4,2,3,2,3,1,4,4,4,4,4,2,1,1,2,4,2,3,4,3,2,4,4,1,3,2,4,1,3,3,2,1,4,3,1,3,3,1,1,3,4,4,4,2,3,1,1,1,4,2,2,4,1,3,3,3,2,1
58,20,"女性","管理本部","総務部",3,1,4,1,3,2,1,4,2,3,2,2,4,4,4,4,2,1,1,4,2,2,2,2,2,2,2,1,1,4,1,3,1,3,2,4,4,4,1,2,4,1,2,3,1,1,4,1,4,2,2,4,2,2,2,4,3,2,1,1,1,2,2,4,2,1,4,2,1,2,3,3,4,4,1,2,2,3,4,4
59,23,"男性","管理本部","法務部",4,2,1,3,4,2,4,1,2,2,4,2,1,4,4,3,2,2,4,3,4,2,4,3,4,4,2,2,4,3,3,3,3,2,4,4,2,2,4,3,4,3,3,2,1,2,3,1,1,1,2,2,4,3,2,4,2,1,2,1,3,2,4,3,2,3,1,3,2,1,3,4,3,2,2,4,4,1,1,4
60,33,"女性","企画部","事業開発課",4,4,2,3,1,4,1,4,1,2,2,2,1,3,4,3,1,1,2,2,1,2,2,3,3,1,2,3,4,4,1,2,4,2,4,1,3,2,1,1,4,1,4,2,3,2,1,4,2,3,1,4,2,4,2,1,3,1,1,2,3,2,1,3,2,2,4,1,1,1,3,4,2,4,1,3,4,3,1,1
61,60,"女性","マーケット戦略部","マーケット戦略2課",2,1,3,2,2,3,2,3,4,2,2,3,2,2,4,4,2,1,2,4,1,2,2,4,2,3,4,4,2,2,4,1,2,4,1,3,1,3,4,2,3,3,4,1,1,3,3,3,3,3,1,2,4,4,2,3,2,1,2,1,1,1,2,3,2,3,2,3,4,4,3,3,2,3,3,1,2,2,3,4
62,38,"女性","企画部","広報IR課",3,3,4,2,2,3,4,4,4,3,3,4,3,1,3,2,4,2,3,1,4,4,3,4,3,4,4,2,4,2,4,2,4,1,3,1,1,2,4,2,1,1,3,1,2,3,2,1,4,1,3,4,2,3,3,1,2,1,2,1,1,1,3,1,4,1,2,1,3,1,4,3,3,2,3,2,3,4,4,3
63,25,"女性","管理本部","法務部",3,1,3,3,1,2,1,1,2,2,2,4,4,3,4,4,4,4,4,2,1,4,4,4,3,1,2,4,4,1,3,4,1,1,1,4,2,4,1,3,3,2,3,1,2,3,2,1,2,1,2,2,4,4,4,3,4,2,1,3,1,4,3,1,2,2,3,4,4,1,4,4,2,3,2,3,4,2,2,1
64,26,"女性","開発本部","製品開発部",1,1,4,1,3,3,2,2,1,3,1,3,2,3,3,4,3,4,4,2,3,1,3,2,4,3,3,2,2,1,2,4,4,3,3,3,3,1,1,1,2,4,3,3,4,3,2,1,4,3,4,4,2,2,2,4,1,3,3,1,2,4,2,2,1,4,4,1,2,2,4,1,2,4,1,4,1,4,4,4
65,57,"男性","企画部","経営企画課",1,4,3,4,3,1,4,4,4,2,3,2,3,2,1,2,4,2,1,4,3,3,2,1,4,3,1,3,3,1,1,3,1,1,2,3,2,3,3,4,4,2,3,2,3,1,1,3,2,3,1,2,2,3,3,4,4,4,1,1,3,2,1,3,1,4,4,1,4,3,4,3,4,3,2,1,2,1,4,3
66,60,"女性","企画部","事業開発課",4,1,4,4,4,4,4,1,3,1,2,4,2,1,1,2,3,4,2,3,3,1,2,3,1,3,3,4,4,4,4,2,2,2,3,1,1,1,2,3,1,1,1,1,2,2,4,4,3,4,4,4,3,1,3,4,1,3,3,4,2,3,3,4,3,2,2,4,2,2,2,4,2,4,3,4,2,2,4,2
67,35,"男性","マーケット戦略部","マーケット戦略1課",1,1,3,4,3,4,2,1,1,3,4,1,3,3,2,4,4,2,1,3,2,1,1,4,4,1,3,2,3,2,1,3,2,3,1,3,1,2,4,3,2,4,2,4,4,1,2,1,1,4,4,3,1,2,1,2,4,2,1,3,4,1,4,3,1,4,2,1,2,2,3,3,4,4,4,3,2,3,1,2
68,47,"男性","営業本部","海外営業部",1,1,1,3,2,4,1,4,2,3,1,3,4,1,3,3,4,3,4,3,4,1,3,3,2,4,4,1,4,4,3,4,3,2,2,1,2,2,2,3,4,2,4,1,1,2,1,2,3,2,3,4,3,3,3,4,1,4,1,3,2,1,3,1,2,3,1,3,1,3,4,1,1,2,4,3,4,4,3,3
69,21,"女性","企画部","事業開発課",4,3,4,4,2,2,1,4,1,3,1,1,2,3,1,3,3,4,1,4,1,4,1,1,3,2,4,1,3,1,2,2,4,1,4,4,3,3,2,2,2,1,2,2,2,4,2,4,2,4,4,3,3,3,3,4,4,2,3,1,2,4,1,2,1,3,2,2,1,3,1,4,3,3,1,2,1,4,3,1
70,36,"男性","営業本部","国内営業第一部",3,3,1,4,3,4,3,1,3,3,4,1,4,1,1,4,3,2,2,2,4,3,2,1,4,4,3,3,3,1,3,4,1,3,4,2,2,3,2,3,1,1,3,2,3,1,1,1,3,2,2,2,1,2,3,3,4,4,2,3,2,2,2,1,1,3,4,4,4,4,4,3,2,2,3,1,2,1,1,2
71,37,"男性","開発本部","デザイン部",1,3,4,4,3,3,2,2,4,1,2,2,2,2,4,2,3,3,3,3,3,2,1,3,1,2,2,3,3,2,4,3,3,3,4,3,3,4,3,1,2,1,4,1,3,4,2,1,3,2,4,4,2,4,2,4,4,2,4,1,2,2,1,1,3,3,2,4,4,4,2,1,4,2,2,4,3,2,1,2
72,56,"女性","企画部","事業開発課",2,3,4,4,3,1,1,2,2,4,3,3,2,3,3,3,3,2,1,2,1,4,2,4,1,1,1,2,1,2,4,4,3,3,4,1,1,2,3,2,1,1,1,3,2,2,1,3,3,4,4,3,2,1,3,4,4,1,3,2,2,1,3,1,1,2,4,2,2,2,3,2,1,2,2,4,2,2,4,3
73,54,"男性","マーケット戦略部","マーケット戦略2課",3,1,3,2,1,1,3,2,1,2,3,4,4,4,3,3,4,1,4,3,1,2,4,3,4,3,3,1,3,2,4,3,3,2,2,1,4,4,1,4,3,2,2,2,3,1,2,2,1,4,1,3,3,3,3,4,4,2,4,2,1,1,3,1,1,4,1,2,4,4,1,4,3,1,4,2,4,3,3,4
74,27,"男性","営業本部","海外営業部",2,3,3,1,4,3,4,1,4,4,3,3,1,2,1,1,3,2,1,2,1,1,3,1,4,2,2,2,4,2,2,2,1,2,3,3,3,2,4,1,3,3,4,4,2,2,1,2,4,2,1,2,2,1,4,4,1,2,3,4,2,1,4,1,2,2,3,2,3,1,3,3,4,3,2,1,4,1,1,3
