"ID","Age","Gender","Department_Major","Department_Minor","質問1","質問2","質問3","質問4","質問5","質問6","質問7","質問8","質問9","質問10","質問11","質問12","質問13","質問14","質問15","質問16","質問17","質問18","質問19","質問20","質問21","質問22","質問23","質問24","質問25","質問26","質問27","質問28","質問29","質問30","質問31","質問32","質問33","質問34","質問35","質問36","質問37","質問38","質問39","質問40","質問41","質問42","質問43","質問44","質問45","質問46","質問47","質問48","質問49","質問50","質問51","質問52","質問53","質問54","質問55","質問56","質問57","質問58","質問59","質問60","質問61","質問62","質問63","質問64","質問65","質問66","質問67","質問68","質問69","質問70","質問71","質問72","質問73","質問74","質問75","質問76","質問77","質問78","質問79","質問80"
11,55,"女性","生産本部","製造第二課",3,1,3,3,2,2,3,3,4,2,3,2,1,1,2,1,1,1,3,3,1,4,3,1,2,1,3,1,3,1,2,3,1,2,3,1,2,4,1,2,3,1,1,2,2,1,4,1,3,4,3,3,1,3,4,4,1,4,4,2,4,2,3,1,4,4,4,4,1,3,3,4,1,1,3,4,2,3,1,4
12,25,"男性","企画部","事業開発課",3,4,4,4,2,4,4,4,3,2,2,3,1,2,3,2,3,3,3,1,1,3,3,2,4,1,2,3,2,4,3,3,2,4,1,4,1,2,1,1,3,1,4,1,4,4,4,4,3,1,1,2,2,3,3,1,3,3,4,3,4,2,2,1,4,2,3,2,4,1,4,4,2,4,1,3,2,2,2,3
13,33,"女性","営業本部","営業企画部",2,3,2,1,2,3,3,2,1,4,1,2,1,4,1,4,1,4,4,3,3,2,1,4,4,3,4,3,4,1,2,2,1,2,4,2,4,3,3,4,1,2,2,4,3,3,3,1,3,1,4,3,3,3,2,1,2,3,2,2,2,2,1,4,3,4,3,3,1,4,4,2,3,2,2,1,1,2,2,2
14,60,"男性","開発本部","デザイン部",1,2,4,1,1,2,3,4,3,3,2,4,4,4,4,2,2,2,3,4,1,4,2,2,2,4,3,3,1,2,3,2,4,1,4,3,1,3,3,2,2,4,3,4,3,4,3,4,2,4,3,4,2,3,1,2,2,4,1,1,1,1,2,4,4,2,1,1,3,1,2,4,4,1,4,3,2,1,1,4
15,32,"女性","開発本部","技術研究部",4,4,2,3,3,2,3,1,3,2,4,2,4,2,1,3,2,1,1,1,1,2,3,2,1,1,2,1,4,2,2,4,2,4,4,1,1,2,1,4,1,1,2,1,1,4,3,3,3,3,2,3,4,3,4,3,2,3,1,1,3,1,3,4,1,3,3,1,4,3,2,2,4,4,2,1,1,3,3,2
16,50,"女性","生産本部","製造第二課",3,2,4,2,1,4,2,1,4,1,4,4,1,1,3,1,3,2,1,2,3,1,4,4,1,2,4,1,2,4,1,3,1,4,4,3,1,1,1,4,1,4,3,4,2,3,1,3,1,1,3,3,3,3,2,3,1,3,1,2,2,4,2,1,1,2,4,1,3,2,3,2,4,4,2,4,2,4,4,3
17,27,"男性","生産本部","製造第二課",4,1,1,4,4,2,4,1,3,2,1,4,2,1,4,2,1,4,3,4,1,2,3,4,2,4,3,1,4,3,4,1,4,1,2,3,1,3,1,3,2,2,2,2,3,4,2,4,1,3,3,1,3,4,4,4,2,1,1,3,2,1,3,1,3,1,2,3,1,3,1,3,1,4,1,1,2,3,2,4
18,57,"女性","生産本部","製造第二課",2,3,2,4,4,3,4,4,2,1,1,2,2,1,3,1,1,1,1,3,1,2,3,2,4,4,1,1,4,4,4,4,3,4,2,1,2,4,4,1,4,2,2,3,1,3,4,3,3,4,4,3,3,3,2,1,3,1,2,3,3,2,1,3,3,2,3,4,4,1,3,2,1,3,2,3,2,1,3,4
19,55,"女性","生産本部","生産管理部",1,1,1,2,2,1,2,2,2,4,4,4,2,1,1,4,1,3,3,4,3,3,3,1,2,1,4,4,4,4,2,4,4,4,1,3,2,1,3,3,2,3,4,4,4,3,1,4,4,4,2,4,4,3,1,2,2,4,2,4,4,2,4,4,4,4,4,4,1,4,4,1,4,3,2,3,1,2,2,2
20,31,"男性","管理本部","総務部",1,4,2,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,3,1,3,3,4,1,3,4,2,2,1,2,2,1,2,2,2,1,3,3,4,1,2,1,4,2,2,2,3,3,2,1,1,1,4,1,4,4,3,3,1,3,3,3,4,1,1,3,2,4,1,1,4,1,3,4,4,2,2,4,2,3
21,20,"女性","企画部","広報IR課",3,3,1,1,4,4,2,1,2,3,4,3,3,4,2,1,3,1,2,2,1,3,1,2,3,3,1,3,4,3,4,2,1,1,4,4,1,2,3,3,4,2,2,4,1,2,3,3,4,1,3,3,3,3,4,3,3,1,1,2,1,2,4,2,1,2,1,2,1,1,1,3,4,1,1,1,3,4,2,1
22,30,"女性","開発本部","技術研究部",1,3,4,3,2,1,3,4,2,1,3,1,3,3,1,3,1,4,1,2,3,2,4,3,3,1,3,4,2,4,2,4,1,2,4,3,1,3,4,3,1,3,4,3,2,3,1,4,3,2,2,2,1,1,1,2,4,1,1,4,4,4,1,2,3,4,2,2,4,2,1,3,4,1,1,4,2,4,2,1
23,49,"男性","営業本部","海外営業部",2,3,1,4,1,2,1,3,2,2,4,2,3,2,2,1,2,1,4,3,3,2,3,1,4,3,2,1,2,2,2,3,1,3,4,1,4,2,2,3,2,4,4,1,2,1,2,3,2,4,1,2,2,1,3,2,1,4,1,2,2,3,1,2,3,3,4,2,2,1,1,2,3,4,1,3,1,1,1,3
24,60,"男性","企画部","事業開発課",2,3,3,2,1,4,3,2,2,4,2,2,2,1,2,2,2,4,1,2,3,1,2,3,2,2,4,4,4,3,2,2,2,1,1,3,2,4,2,3,3,3,3,4,2,4,4,3,3,2,1,2,4,1,1,1,2,4,1,3,2,1,1,1,4,1,2,2,2,2,1,2,3,4,2,4,4,1,2,1
25,42,"男性","開発本部","製品開発部",2,2,4,3,1,1,3,2,2,4,3,4,3,3,4,2,1,4,2,2,4,1,3,2,1,4,3,1,2,3,3,2,1,4,2,1,1,4,1,1,4,4,3,1,2,4,1,4,3,4,4,2,2,1,2,2,4,3,3,2,1,1,3,4,2,3,3,3,3,4,4,2,4,3,1,2,3,2,1,1
26,46,"男性","企画部","経営企画課",4,4,1,1,2,4,3,4,2,3,1,2,3,4,3,2,2,3,4,1,4,3,4,4,2,2,3,1,2,2,1,4,3,2,4,3,3,2,2,2,4,2,1,4,4,4,2,3,4,2,2,4,3,3,4,3,4,4,2,2,4,3,3,3,2,2,2,3,3,3,1,3,2,4,1,1,3,4,1,3
27,60,"男性","管理本部","経理部",2,1,3,4,1,1,1,2,2,4,4,1,4,4,1,2,1,4,2,4,2,1,4,2,4,1,2,4,4,1,1,2,3,3,2,2,2,2,2,3,1,2,3,2,4,1,1,1,2,3,2,3,1,2,1,3,1,3,2,4,3,1,2,1,2,1,2,3,3,1,2,4,3,4,3,4,3,3,3,3
28,23,"男性","企画部","事業開発課",1,2,4,3,1,2,1,2,2,2,1,2,3,4,1,1,4,3,2,1,4,3,3,2,2,2,3,3,1,3,2,2,4,2,2,4,4,2,2,1,2,1,4,4,2,3,3,2,1,3,2,1,3,2,2,2,3,4,4,4,4,2,1,1,2,1,4,3,1,4,1,1,4,2,1,1,2,3,1,2
29,54,"女性","開発本部","デザイン部",4,3,3,2,1,4,4,4,1,2,1,4,4,1,2,4,4,4,4,3,3,2,4,2,3,1,4,4,3,3,2,3,1,4,2,2,1,3,2,1,1,3,1,1,2,3,4,2,2,3,3,3,2,2,1,4,4,2,4,3,1,1,3,4,3,1,1,3,3,2,4,1,4,3,3,2,1,1,1,3
30,44,"女性","開発本部","製品開発部",3,4,3,2,1,2,1,2,3,1,3,3,2,4,1,4,2,2,2,4,2,3,1,4,2,1,4,4,2,3,3,3,4,1,2,1,1,3,3,3,2,1,3,4,3,2,2,2,1,1,2,4,3,3,2,3,3,3,3,1,3,2,1,1,2,1,1,1,1,3,3,2,3,1,4,1,2,2,3,3
31,33,"女性","マーケット戦略部","UX開発部",1,2,4,4,3,3,4,1,3,3,4,3,2,3,1,1,1,3,2,2,3,2,2,1,2,4,1,3,2,1,3,3,3,3,3,1,3,2,2,3,4,2,4,1,4,2,2,1,4,3,3,2,3,1,2,2,1,4,2,4,3,3,4,4,2,3,2,4,1,4,3,2,4,1,4,1,4,1,2,3
32,32,"男性","生産本部","生産管理部",4,2,1,1,2,2,1,3,1,3,4,2,2,2,2,3,1,2,3,1,4,2,4,4,3,2,1,1,4,3,1,4,2,2,3,3,3,4,3,3,1,4,1,3,1,2,1,3,1,3,3,4,1,2,4,2,2,1,4,4,2,4,3,4,2,1,4,2,4,4,1,2,2,1,2,2,3,1,2,2
33,33,"男性","生産本部","生産管理部",1,2,4,4,4,3,2,1,1,3,2,3,2,4,3,4,2,3,2,3,4,4,2,4,3,1,2,2,1,4,4,2,3,1,1,2,1,1,2,4,4,2,3,3,1,4,4,1,1,1,1,4,1,1,3,1,1,2,1,4,3,4,2,4,4,1,3,4,3,2,4,1,3,3,2,2,4,1,2,1
34,53,"男性","マーケット戦略部","マーケット戦略2課",4,4,3,1,4,2,2,3,2,2,3,3,2,1,4,4,3,3,4,3,3,1,1,3,2,1,4,3,4,4,1,2,3,2,4,1,3,4,2,1,3,1,2,4,3,1,3,3,2,1,4,1,3,2,2,1,3,3,1,4,3,4,3,2,2,2,4,1,2,3,4,1,4,1,4,2,3,1,3,3
35,33,"男性","開発本部","技術研究部",3,3,2,4,2,4,3,2,3,2,2,2,1,2,4,3,3,3,2,4,4,1,3,2,2,2,4,1,3,2,1,2,1,4,2,2,1,4,1,1,1,3,2,4,3,3,3,1,4,3,1,4,2,1,4,1,3,2,1,3,3,4,1,3,3,1,4,4,1,3,1,4,1,1,3,1,4,4,1,2
36,32,"女性","マーケット戦略部","マーケット戦略1課",1,1,2,3,2,1,2,1,4,3,4,4,1,1,4,2,2,2,1,3,2,2,2,2,2,3,1,3,4,1,1,1,4,2,2,3,2,3,4,2,1,1,1,3,1,3,1,3,2,3,2,2,4,4,4,3,3,3,4,3,1,4,1,4,1,2,4,2,2,2,3,2,2,4,1,3,2,4,2,4
37,30,"男性","企画部","広報IR課",2,2,1,2,3,3,1,4,3,4,1,4,4,4,2,1,2,1,1,1,2,1,3,3,3,3,2,3,3,3,4,4,3,4,1,2,3,3,3,1,1,1,4,3,4,4,2,2,3,3,1,1,4,4,4,4,2,1,1,4,2,4,1,1,3,4,4,1,3,4,1,2,1,3,2,3,3,3,2,3
38,24,"女性","企画部","事業開発課",3,3,1,2,3,3,3,4,1,4,1,3,1,1,2,1,3,1,3,1,4,2,1,3,1,1,3,3,2,2,3,1,3,1,3,3,2,4,3,4,2,4,1,1,3,3,1,4,2,3,4,2,1,4,1,1,1,4,2,3,2,2,2,1,4,4,3,1,4,3,1,1,4,1,3,1,4,4,2,3
39,42,"男性","営業本部","海外営業部",3,1,1,1,1,1,3,3,4,4,2,1,1,3,1,4,4,3,2,3,2,2,1,4,2,2,3,2,4,4,3,1,4,4,1,2,4,2,4,3,3,3,3,1,1,4,4,1,2,2,4,1,2,3,3,4,1,3,3,2,1,1,3,3,3,4,3,4,3,4,1,1,2,3,4,4,1,2,1,1
40,27,"男性","営業本部","海外営業部",1,4,4,2,4,1,3,1,1,3,4,3,1,3,1,3,3,1,3,3,3,2,1,1,2,4,4,4,3,2,2,3,2,4,4,4,4,2,1,4,1,1,4,1,4,3,2,4,1,1,3,4,4,1,1,3,1,3,4,1,1,4,4,3,1,4,1,3,4,4,4,4,4,1,4,1,2,3,3,4
41,54,"女性","開発本部","デザイン部",3,2,3,4,1,1,4,1,4,4,2,3,2,2,1,2,3,1,2,3,2,1,4,2,3,2,4,2,1,2,3,1,1,3,1,4,1,4,1,4,4,4,4,1,2,1,1,3,3,2,4,2,2,2,2,3,4,2,4,1,2,1,2,2,2,3,3,3,4,1,3,1,2,2,1,1,2,4,3,4
42,42,"女性","営業本部","営業企画部",4,2,2,1,3,2,4,1,1,1,4,1,3,3,4,2,4,4,3,1,4,4,3,2,3,3,4,4,4,3,1,3,1,3,3,4,2,2,2,1,2,1,2,3,3,2,1,1,3,3,4,2,4,4,2,3,1,1,4,1,2,3,1,3,3,1,2,4,2,3,1,2,1,2,1,1,1,2,1,4
43,36,"男性","営業本部","営業企画部",2,2,4,1,3,3,3,1,3,1,1,4,1,4,3,4,2,3,2,1,4,4,2,1,1,4,3,2,4,4,4,2,4,2,2,1,3,4,4,1,4,1,1,3,3,4,2,1,4,4,2,2,4,4,4,1,4,4,3,4,2,3,4,2,3,3,1,4,2,4,2,2,4,3,2,4,4,4,1,1
44,47,"男性","開発本部","技術研究部",2,4,3,4,2,1,1,4,3,1,1,2,1,3,3,3,1,4,2,2,1,3,4,3,2,2,3,4,1,3,4,4,4,3,1,1,4,3,2,3,1,1,3,3,4,1,3,1,1,3,3,3,1,4,1,1,1,3,2,3,3,2,2,4,3,3,2,4,2,4,2,4,4,3,4,2,4,3,1,3
45,39,"女性","開発本部","製品開発部",2,3,2,3,2,4,2,2,3,1,3,3,1,4,4,2,2,2,4,1,1,4,4,2,3,3,2,1,4,4,3,3,2,1,4,4,2,3,1,4,2,3,4,3,4,2,4,3,2,3,2,1,3,1,2,4,1,4,3,2,3,4,2,1,1,4,4,4,3,4,1,1,2,4,4,4,2,4,3,4
46,21,"男性","企画部","広報IR課",2,1,2,3,2,1,3,4,2,4,4,3,3,1,4,2,1,1,2,3,2,3,1,3,3,3,3,3,4,3,3,4,2,4,4,2,1,1,4,4,4,2,1,4,1,3,4,4,2,3,4,1,4,2,3,3,2,3,3,4,3,4,3,2,2,3,4,2,4,3,1,1,4,1,2,1,1,3,2,3
47,26,"男性","マーケット戦略部","UX開発部",1,2,2,4,3,4,3,2,1,2,2,2,4,4,4,4,1,4,2,1,3,2,4,2,4,1,2,4,1,2,2,3,2,2,2,4,4,4,2,1,1,4,4,2,3,2,4,3,3,3,1,4,3,4,3,3,4,3,1,1,3,1,2,1,4,2,1,4,4,4,3,4,3,4,2,1,1,2,3,1
48,28,"男性","生産本部","製造第一課",2,4,1,3,2,4,3,2,4,2,3,3,3,4,3,1,4,3,4,4,4,4,4,1,4,1,1,3,2,3,2,2,2,3,4,2,4,3,1,4,3,1,4,2,1,2,1,2,4,4,4,3,3,3,4,4,1,1,2,2,4,3,1,4,2,1,1,4,1,2,2,4,3,2,3,3,3,3,2,2
49,56,"女性","マーケット戦略部","マーケット戦略1課",2,3,3,1,3,3,1,2,1,2,2,2,1,1,2,2,2,2,3,3,1,2,4,3,1,2,2,1,1,3,4,1,3,2,2,3,2,1,1,3,4,2,2,3,4,2,4,4,2,4,2,1,2,4,3,2,1,3,1,1,1,4,2,3,1,2,2,1,3,1,3,1,3,2,4,3,1,4,2,1
50,36,"男性","企画部","経営企画課",4,1,2,3,2,4,4,3,3,2,4,2,3,1,3,4,2,1,2,2,4,2,3,2,1,2,3,4,3,4,4,1,1,2,3,3,3,2,3,1,4,2,3,2,1,2,4,1,4,3,3,4,1,1,4,4,2,1,2,2,3,3,3,3,1,2,2,3,3,3,3,4,3,1,2,4,2,1,4,4
51,56,"男性","管理本部","法務部",4,3,4,2,2,4,2,3,1,1,3,2,1,4,2,4,3,2,2,4,2,4,2,2,3,1,4,4,4,4,4,3,4,3,3,2,1,4,2,2,1,4,2,1,4,1,2,4,1,3,2,2,4,4,2,3,2,3,1,3,2,3,1,1,2,2,1,1,2,4,2,1,4,2,4,2,3,4,4,3
52,32,"男性","管理本部","経理部",1,1,4,4,1,3,2,3,2,4,4,1,2,4,3,2,4,2,2,3,4,3,2,4,4,3,2,4,2,3,4,3,4,3,4,4,3,1,4,1,2,3,4,1,1,1,3,4,3,2,1,1,2,2,4,4,2,2,1,3,2,2,4,3,3,3,1,4,2,2,3,4,3,4,4,2,4,3,3,3
53,43,"女性","企画部","経営企画課",4,4,2,3,2,1,3,1,3,3,4,4,4,1,2,2,4,1,4,1,2,2,2,3,4,3,1,1,1,3,3,1,4,1,4,1,1,4,4,4,4,3,4,1,4,2,1,3,1,1,1,3,1,4,1,4,4,2,2,2,4,4,1,4,4,3,4,3,1,2,2,4,1,4,3,2,2,1,2,2
54,29,"男性","開発本部","製品開発部",3,3,1,3,2,2,1,1,3,4,2,4,4,1,4,3,1,2,3,4,1,1,3,2,1,3,2,1,3,4,4,3,4,1,1,2,4,1,2,1,2,2,4,4,2,4,3,1,1,4,2,2,4,1,3,2,1,4,3,2,3,4,3,3,2,2,3,3,4,4,2,2,3,4,1,2,1,1,4,3
55,30,"女性","開発本部","技術研究部",1,3,1,4,2,2,2,4,3,2,3,3,4,2,3,4,3,4,2,1,1,3,4,4,2,1,4,4,3,1,1,4,3,4,2,3,4,1,4,3,4,3,2,2,1,2,2,2,3,2,1,2,4,3,2,4,4,3,3,2,1,3,4,2,1,4,1,4,1,4,3,2,1,4,3,3,4,4,4,3
56,45,"男性","マーケット戦略部","UX開発部",4,1,2,2,1,4,2,1,3,3,4,2,3,2,2,4,2,3,4,4,2,4,1,3,3,4,4,1,4,4,1,4,1,2,3,1,2,4,1,3,2,1,3,1,4,4,1,3,1,1,2,1,3,3,4,3,4,3,1,2,2,1,3,2,2,1,4,3,4,4,1,2,2,2,3,2,2,4,3,3
57,36,"男性","管理本部","総務部",3,1,3,1,3,2,3,3,1,1,4,1,3,3,2,1,1,2,2,3,3,1,1,3,1,4,3,2,4,2,2,1,2,1,2,2,2,4,4,4,2,3,4,2,4,3,4,2,2,3,2,2,1,1,1,3,1,3,4,3,3,4,3,2,1,1,1,1,1,3,1,2,2,1,2,3,1,4,2,2
58,59,"男性","開発本部","デザイン部",1,3,4,2,1,4,4,3,3,1,1,3,1,3,2,2,4,4,4,1,2,2,4,4,2,1,2,1,1,2,1,4,2,4,4,2,4,3,3,1,1,2,3,3,1,4,3,1,1,3,1,4,2,2,3,2,1,1,3,2,2,2,2,4,2,4,1,1,4,3,2,1,4,2,1,4,4,2,1,3
59,29,"女性","営業本部","国内営業第一部",3,2,1,3,4,2,2,3,1,1,4,2,4,3,3,4,1,1,4,4,2,2,4,4,4,3,3,1,4,2,2,4,2,2,4,3,2,3,1,4,3,3,4,4,1,4,1,2,2,3,3,3,2,3,1,3,2,1,2,1,3,4,4,3,1,1,4,1,4,2,3,3,3,1,1,2,2,2,2,3
60,42,"男性","営業本部","営業企画部",4,4,4,3,3,3,1,1,3,2,3,2,2,1,1,1,2,3,1,3,1,3,2,3,2,3,2,1,2,3,1,3,1,4,1,2,1,2,1,4,1,3,2,1,1,2,3,1,3,2,3,3,1,1,2,4,2,3,4,4,3,4,1,4,1,3,1,3,3,1,1,4,3,2,3,4,2,3,2,4
61,32,"女性","営業本部","国内営業第一部",1,1,2,3,1,2,1,1,3,2,1,4,4,2,1,4,3,2,4,1,4,3,4,3,2,1,2,4,3,4,3,3,2,3,3,2,2,3,4,4,4,2,1,4,4,4,4,2,1,4,2,2,4,2,1,4,3,4,3,1,1,2,4,3,1,3,2,4,4,1,1,1,1,1,1,2,1,2,4,3
62,54,"男性","営業本部","海外営業部",3,4,1,2,1,4,4,4,1,2,3,3,1,4,1,2,3,3,3,4,1,1,3,2,2,1,3,3,3,3,4,2,3,4,4,1,3,1,3,2,1,2,3,1,1,3,1,4,2,3,4,1,1,4,3,4,1,3,1,1,2,1,1,1,2,1,2,2,2,4,2,4,2,4,3,2,1,2,4,4
63,49,"男性","生産本部","品質保証部",2,3,1,2,2,3,4,4,3,3,1,3,1,3,3,1,3,1,4,2,3,1,4,1,3,1,3,1,2,3,3,2,1,1,1,3,1,4,2,2,1,3,2,4,1,1,3,4,3,1,2,4,3,3,1,1,4,3,4,2,3,1,2,2,2,4,2,2,1,1,2,3,4,1,4,2,1,3,4,3
64,46,"女性","マーケット戦略部","UX開発部",1,3,2,1,2,3,4,2,2,2,2,1,2,3,2,1,4,2,1,1,4,4,3,3,1,1,2,3,2,3,2,4,2,4,4,1,2,2,4,2,3,1,1,3,1,3,4,2,2,1,2,2,4,1,4,4,2,4,1,4,1,2,3,1,2,4,2,1,4,1,4,2,2,1,4,1,1,3,1,4
65,52,"男性","開発本部","製品開発部",4,3,3,4,2,4,2,4,1,3,1,2,4,1,3,4,2,4,1,2,1,4,3,1,4,2,1,4,4,2,4,3,4,3,2,2,4,2,2,4,3,2,2,3,1,1,2,2,4,2,3,4,3,2,1,4,1,1,4,1,4,3,4,3,1,1,4,4,3,3,4,1,1,4,2,1,3,1,4,2
66,37,"男性","マーケット戦略部","マーケット戦略2課",3,1,1,3,3,3,3,1,3,4,2,2,1,4,4,1,2,2,2,1,4,4,1,4,2,2,4,2,2,4,4,1,4,1,2,3,1,2,2,1,4,2,1,4,1,1,4,3,3,2,2,4,1,4,4,2,3,1,3,4,1,3,2,1,2,2,1,1,3,2,1,3,2,1,4,3,1,2,4,1
67,25,"男性","開発本部","製品開発部",2,4,4,1,2,4,3,4,2,2,2,4,3,2,2,1,4,1,4,1,1,2,2,4,2,1,2,2,3,1,3,1,2,1,3,3,2,3,4,1,1,2,4,4,2,3,3,4,3,4,2,3,4,2,1,2,3,3,2,4,4,1,1,3,4,3,4,4,1,2,2,1,3,2,3,3,1,1,2,3
68,48,"女性","マーケット戦略部","マーケット戦略2課",3,3,1,2,1,4,1,1,1,1,3,2,4,2,3,4,1,2,1,3,3,1,2,3,2,2,2,3,1,1,2,2,2,4,1,4,1,1,1,1,3,3,2,4,4,3,3,1,4,1,4,3,4,2,1,2,2,2,3,1,3,3,3,4,2,3,3,3,1,2,1,4,4,3,4,2,4,1,3,3
69,57,"女性","開発本部","技術研究部",2,4,4,2,4,3,1,3,4,1,4,1,1,3,3,2,2,3,3,2,1,2,2,1,1,3,2,2,1,1,3,4,3,4,2,3,3,3,3,1,4,3,4,4,1,4,3,1,3,1,1,3,3,3,2,4,4,4,3,4,3,4,1,3,2,2,1,2,1,4,3,2,2,2,3,2,1,2,4,3
70,43,"女性","企画部","経営企画課",1,1,3,4,3,3,1,1,3,4,1,3,1,4,2,3,2,3,3,3,3,2,4,3,2,1,1,1,4,3,1,1,4,2,3,3,2,3,3,3,2,2,4,3,4,4,1,4,4,2,1,3,1,4,1,3,4,3,1,3,3,2,2,3,3,2,3,2,4,4,4,4,4,4,2,2,2,4,2,4
71,44,"女性","開発本部","デザイン部",2,1,4,4,3,1,4,3,3,1,3,4,4,4,4,3,3,3,3,4,1,1,4,2,4,1,4,1,3,3,4,1,1,3,2,4,4,3,3,4,4,4,2,1,1,4,1,2,2,2,2,2,4,2,2,4,3,1,1,4,4,2,3,3,2,4,4,1,4,4,3,1,1,4,3,3,1,3,3,4
72,48,"男性","管理本部","経理部",1,4,4,1,3,3,1,2,2,2,3,2,1,2,3,3,1,4,2,4,1,4,1,1,1,2,2,1,2,3,1,1,3,3,1,4,4,3,2,4,1,2,3,4,3,4,3,3,3,4,1,3,3,2,1,4,3,4,3,1,2,4,3,4,3,1,1,3,2,1,2,2,1,4,4,4,2,3,2,4
73,43,"男性","開発本部","デザイン部",4,3,2,4,4,2,4,4,1,3,1,4,3,4,1,4,1,4,3,2,2,2,2,1,2,4,3,3,1,3,4,3,1,4,3,3,2,4,4,1,1,2,2,1,3,3,1,4,1,2,3,3,3,1,1,2,3,3,3,2,3,3,1,1,3,1,3,2,2,3,1,1,2,4,3,2,1,3,1,4
74,46,"男性","生産本部","製造第一課",2,2,2,2,4,4,2,4,2,4,1,2,2,1,2,4,3,3,1,3,4,4,2,3,3,3,3,1,3,1,3,3,3,2,4,2,3,4,4,1,3,1,3,2,3,2,1,1,1,1,1,2,3,4,2,3,3,2,1,1,3,2,2,1,4,4,3,3,3,1,3,1,3,4,4,1,2,2,2,2
